time,steps
2024-06-30 03:10:15,88
2024-06-30 03:40:15,0
2024-06-30 04:10:15,82
2024-06-30 04:40:15,63
2024-06-30 05:10:15,59
2024-06-30 05:40:15,73
2024-06-30 06:10:15,80
2024-06-30 06:40:15,23
2024-06-30 07:10:15,99
2024-06-30 07:40:15,98
2024-06-30 08:10:15,4
2024-06-30 08:40:15,86
2024-06-30 09:10:15,29
2024-06-30 09:40:15,11
2024-06-30 10:10:15,24
2024-06-30 10:40:15,92
2024-06-30 11:10:15,100
2024-06-30 11:40:15,96
2024-06-30 12:10:15,19
2024-06-30 12:40:15,31
2024-06-30 13:10:15,12
2024-06-30 13:40:15,47
2024-06-30 14:10:15,19
2024-06-30 14:40:15,60
2024-06-30 15:10:15,56
2024-06-30 15:40:15,18
2024-06-30 16:10:15,51
2024-06-30 16:40:15,93
2024-06-30 17:10:15,76
2024-06-30 17:40:15,46
2024-06-30 18:10:15,74
2024-06-30 18:40:15,20
2024-06-30 19:10:15,51
2024-06-30 19:40:15,49
2024-06-30 20:10:15,86
2024-06-30 20:40:15,19
2024-06-30 21:10:15,35
2024-06-30 21:40:15,63
2024-06-30 22:10:15,53
2024-06-30 22:40:15,26
2024-06-30 23:10:15,2
2024-06-30 23:40:15,75
2024-07-01 00:10:15,9
2024-07-01 00:40:15,21
2024-07-01 01:10:15,91
2024-07-01 01:40:15,92
2024-07-01 02:10:15,25
2024-07-01 02:40:15,76
2024-07-01 03:10:15,92
2024-07-01 03:40:15,62
2024-07-01 04:10:15,18
2024-07-01 04:40:15,2
2024-07-01 05:10:15,85
2024-07-01 05:40:15,49
2024-07-01 06:10:15,13
2024-07-01 06:40:15,66
2024-07-01 07:10:15,6
2024-07-01 07:40:15,95
2024-07-01 08:10:15,23
2024-07-01 08:40:15,20
2024-07-01 09:10:15,50
2024-07-01 09:40:15,40
2024-07-01 10:10:15,68
2024-07-01 10:40:15,74
2024-07-01 11:10:15,4
2024-07-01 11:40:15,96
2024-07-01 12:10:15,45
2024-07-01 12:40:15,8
2024-07-01 13:10:15,71
time,steps
2024-06-10 17:11:37,90
2024-06-10 17:41:37,60
2024-06-10 18:11:37,88
2024-06-10 18:41:37,61
2024-06-10 19:11:37,48
2024-06-10 19:41:37,60
2024-06-10 20:11:37,81
2024-06-10 20:41:37,71
2024-06-10 21:11:37,95
2024-06-10 21:41:37,28
2024-06-10 22:11:37,23
2024-06-10 22:41:37,53
2024-06-10 23:11:37,12
2024-06-10 23:41:37,20
2024-06-11 00:11:37,20
2024-06-11 00:41:37,19
2024-06-11 01:11:37,24
2024-06-11 01:41:37,76
2024-06-11 02:11:37,87
2024-06-11 02:41:37,63
2024-06-11 03:11:37,87
2024-06-11 03:41:37,88
2024-06-11 04:11:37,85
2024-06-11 04:41:37,67
2024-06-11 05:11:37,85
2024-06-11 05:41:37,30
2024-06-11 06:11:37,41
2024-06-11 06:41:37,6
2024-06-11 07:11:37,17
2024-06-11 07:41:37,58
2024-06-11 08:11:37,61
2024-06-11 08:41:37,83
2024-06-11 09:11:37,5
2024-06-11 09:41:37,86
2024-06-11 10:11:37,30
2024-06-11 10:41:37,10
2024-06-11 11:11:37,40
2024-06-11 11:41:37,10
2024-06-11 12:11:37,61
2024-06-11 12:41:37,91
2024-06-11 13:11:37,9
2024-06-11 13:41:37,72
2024-06-11 14:11:37,59
2024-06-11 14:41:37,25
2024-06-11 15:11:37,87
2024-06-11 15:41:37,26
2024-06-11 16:11:37,65
2024-06-11 16:41:37,27
2024-06-11 17:11:37,83
2024-06-11 17:41:37,26
2024-06-11 18:11:37,73
2024-06-11 18:41:37,45
2024-06-11 19:11:37,88
2024-06-11 19:41:37,51
2024-06-11 20:11:37,51
2024-06-11 20:41:37,61
2024-06-11 21:11:37,59
2024-06-11 21:41:37,44
2024-06-11 22:11:37,50
2024-06-11 22:41:37,40
2024-06-11 23:11:37,88
2024-06-11 23:41:37,48
2024-06-12 00:11:37,77
2024-06-12 00:41:37,49
2024-06-12 01:11:37,17
2024-06-12 01:41:37,24
2024-06-12 02:11:37,19
2024-06-12 02:41:37,63
2024-06-12 03:11:37,64
2024-06-12 03:41:37,53
2024-06-12 04:11:37,39
2024-06-12 04:41:37,59
2024-06-12 05:11:37,64
2024-06-12 05:41:37,15
2024-06-12 06:11:37,23
2024-06-12 06:41:37,11
2024-06-12 07:11:37,90
2024-06-12 07:41:37,94
2024-06-12 08:11:37,76
2024-06-12 08:41:37,84
2024-06-12 09:11:37,48
2024-06-12 09:41:37,82
2024-06-12 10:11:37,41
2024-06-12 10:41:37,61
2024-06-12 11:11:37,77
2024-06-12 11:41:37,42
2024-06-12 12:11:37,37
2024-06-12 12:41:37,91
2024-06-12 13:11:37,53
2024-06-12 13:41:37,7
2024-06-12 14:11:37,39
2024-06-12 14:41:37,77
2024-06-12 15:11:37,99
2024-06-12 15:41:37,78
2024-06-12 16:11:37,81
2024-06-12 16:41:37,86
2024-06-12 17:11:37,81
2024-06-12 17:41:37,29
2024-06-12 18:11:37,35
2024-06-12 18:41:37,92
2024-06-12 19:11:37,100
2024-06-12 19:41:37,15
2024-06-12 20:11:37,77
2024-06-12 20:41:37,34
2024-06-12 21:11:37,38
2024-06-12 21:41:37,18
2024-06-12 22:11:37,81
2024-06-12 22:41:37,60
2024-06-12 23:11:37,16
2024-06-12 23:41:37,24
2024-06-13 00:11:37,46
2024-06-13 00:41:37,21
2024-06-13 01:11:37,1
2024-06-13 01:41:37,11
2024-06-13 02:11:37,69
2024-06-13 02:41:37,37
2024-06-13 03:11:37,86
2024-06-13 03:41:37,55
2024-06-13 04:11:37,1
2024-06-13 04:41:37,40
2024-06-13 05:11:37,86
2024-06-13 05:41:37,93
2024-06-13 06:11:37,19
2024-06-13 06:41:37,61
2024-06-13 07:11:37,42
2024-06-13 07:41:37,65
2024-06-13 08:11:37,63
2024-06-13 08:41:37,54
2024-06-13 09:11:37,10
2024-06-13 09:41:37,7
2024-06-13 10:11:37,76
2024-06-13 10:41:37,33
2024-06-13 11:11:37,85
2024-06-13 11:41:37,22
2024-06-13 12:11:37,68
2024-06-13 12:41:37,52
2024-06-13 13:11:37,45
2024-06-13 13:41:37,59
2024-06-13 14:11:37,91
2024-06-13 14:41:37,42
2024-06-13 15:11:37,73
2024-06-13 15:41:37,97
2024-06-13 16:11:37,4
2024-06-13 16:41:37,76
2024-06-13 17:11:37,94
2024-06-13 17:41:37,40
2024-06-13 18:11:37,14
2024-06-13 18:41:37,70
2024-06-13 19:11:37,15
2024-06-13 19:41:37,59
2024-06-13 20:11:37,80
2024-06-13 20:41:37,56
2024-06-13 21:11:37,64
2024-06-13 21:41:37,37
2024-06-13 22:11:37,22
2024-06-13 22:41:37,75
2024-06-13 23:11:37,45
2024-06-13 23:41:37,10
2024-06-14 00:11:37,56
2024-06-14 00:41:37,74
2024-06-14 01:11:37,43
2024-06-14 01:41:37,72
2024-06-14 02:11:37,44
2024-06-14 02:41:37,27
2024-06-14 03:11:37,50
2024-06-14 03:41:37,89
2024-06-14 04:11:37,1
2024-06-14 04:41:37,2
2024-06-14 05:11:37,69
2024-06-14 05:41:37,6
2024-06-14 06:11:37,70
2024-06-14 06:41:37,30
2024-06-14 07:11:37,36
2024-06-14 07:41:37,27
2024-06-14 08:11:37,75
2024-06-14 08:41:37,44
2024-06-14 09:11:37,40
2024-06-14 09:41:37,51
2024-06-14 10:11:37,25
2024-06-14 10:41:37,33
2024-06-14 11:11:37,62
2024-06-14 11:41:37,72
2024-06-14 12:11:37,90
2024-06-14 12:41:37,59
2024-06-14 13:11:37,26
2024-06-14 13:41:37,90
2024-06-14 14:11:37,94
2024-06-14 14:41:37,7
2024-06-14 15:11:37,42
2024-06-14 15:41:37,72
2024-06-14 16:11:37,6
2024-06-14 16:41:37,8
2024-06-14 17:11:37,19
2024-06-14 17:41:37,10
2024-06-14 18:11:37,58
2024-06-14 18:41:37,79
2024-06-14 19:11:37,68
2024-06-14 19:41:37,89
2024-06-14 20:11:37,43
2024-06-14 20:41:37,14
2024-06-14 21:11:37,33
2024-06-14 21:41:37,70
2024-06-14 22:11:37,54
2024-06-14 22:41:37,93
2024-06-14 23:11:37,40
2024-06-14 23:41:37,1
2024-06-15 00:11:37,76
2024-06-15 00:41:37,78
2024-06-15 01:11:37,69
2024-06-15 01:41:37,60
2024-06-15 02:11:37,86
2024-06-15 02:41:37,31
2024-06-15 03:11:37,72
2024-06-15 03:41:37,45
2024-06-15 04:11:37,53
2024-06-15 04:41:37,1
2024-06-15 05:11:37,86
2024-06-15 05:41:37,86
2024-06-15 06:11:37,42
2024-06-15 06:41:37,39
2024-06-15 07:11:37,19
2024-06-15 07:41:37,83
2024-06-15 08:11:37,94
2024-06-15 08:41:37,62
2024-06-15 09:11:37,86
2024-06-15 09:41:37,41
2024-06-15 10:11:37,57
2024-06-15 10:41:37,94
2024-06-15 11:11:37,9
2024-06-15 11:41:37,35
2024-06-15 12:11:37,12
2024-06-15 12:41:37,38
2024-06-15 13:11:37,53
2024-06-15 13:41:37,49
2024-06-15 14:11:37,19
2024-06-15 14:41:37,76
2024-06-15 15:11:37,9
2024-06-15 15:41:37,97
2024-06-15 16:11:37,86
2024-06-15 16:41:37,89
2024-06-15 17:11:37,58
2024-06-15 17:41:37,69
2024-06-15 18:11:37,32
2024-06-15 18:41:37,50
2024-06-15 19:11:37,45
2024-06-15 19:41:37,19
2024-06-15 20:11:37,15
2024-06-15 20:41:37,55
2024-06-15 21:11:37,38
2024-06-15 21:41:37,31
2024-06-15 22:11:37,18
2024-06-15 22:41:37,40
2024-06-15 23:11:37,46
2024-06-15 23:41:37,85
2024-06-16 00:11:37,66
2024-06-16 00:41:37,40
2024-06-16 01:11:37,81
2024-06-16 01:41:37,30
2024-06-16 02:11:37,4
2024-06-16 02:41:37,24
2024-06-16 03:11:37,23
2024-06-16 03:41:37,82
2024-06-16 04:11:37,27
2024-06-16 04:41:37,94
2024-06-16 05:11:37,44
2024-06-16 05:41:37,86
2024-06-16 06:11:37,71
2024-06-16 06:41:37,3
2024-06-16 07:11:37,5
2024-06-16 07:41:37,14
2024-06-16 08:11:37,89
2024-06-16 08:41:37,59
2024-06-16 09:11:37,69
2024-06-16 09:41:37,96
2024-06-16 10:11:37,8
2024-06-16 10:41:37,24
2024-06-16 11:11:37,66
2024-06-16 11:41:37,32
2024-06-16 12:11:37,85
2024-06-16 12:41:37,23
2024-06-16 13:11:37,41
2024-06-16 13:41:37,65
2024-06-16 14:11:37,68
2024-06-16 14:41:37,71
2024-06-16 15:11:37,16
2024-06-16 15:41:37,100
2024-06-16 16:11:37,49
2024-06-16 16:41:37,84
2024-06-16 17:11:37,56
2024-06-16 17:41:37,82
2024-06-16 18:11:37,31
2024-06-16 18:41:37,59
2024-06-16 19:11:37,84
2024-06-16 19:41:37,37
2024-06-16 20:11:37,83
2024-06-16 20:41:37,87
2024-06-16 21:11:37,66
2024-06-16 21:41:37,79
2024-06-16 22:11:37,94
2024-06-16 22:41:37,95
2024-06-16 23:11:37,93
2024-06-16 23:41:37,36
2024-06-17 00:11:37,61
2024-06-17 00:41:37,8
2024-06-17 01:11:37,80
2024-06-17 01:41:37,35
2024-06-17 02:11:37,48
2024-06-17 02:41:37,5
2024-06-17 03:11:37,94
2024-06-17 03:41:37,51
2024-06-17 04:11:37,87
2024-06-17 04:41:37,99
2024-06-17 05:11:37,14
2024-06-17 05:41:37,87
2024-06-17 06:11:37,34
2024-06-17 06:41:37,100
2024-06-17 07:11:37,22
2024-06-17 07:41:37,11
2024-06-17 08:11:37,83
2024-06-17 08:41:37,24
2024-06-17 09:11:37,63
2024-06-17 09:41:37,93
2024-06-17 10:11:37,71
2024-06-17 10:41:37,59
2024-06-17 11:11:37,30
2024-06-17 11:41:37,69
2024-06-17 12:11:37,20
2024-06-17 12:41:37,70
2024-06-17 13:11:37,47
2024-06-17 13:41:37,14
2024-06-17 14:11:37,51
2024-06-17 14:41:37,82
2024-06-17 15:11:37,87
2024-06-17 15:41:37,93
2024-06-17 16:11:37,5
2024-06-17 16:41:37,94
2024-06-17 17:11:37,88
2024-06-17 17:41:37,38
2024-06-17 18:11:37,2
2024-06-17 18:41:37,23
2024-06-17 19:11:37,5
2024-06-17 19:41:37,76
2024-06-17 20:11:37,43
2024-06-17 20:41:37,39
2024-06-17 21:11:37,61
2024-06-17 21:41:37,91
2024-06-17 22:11:37,62
2024-06-17 22:41:37,37
2024-06-17 23:11:37,16
2024-06-17 23:41:37,19
2024-06-18 00:11:37,1
2024-06-18 00:41:37,56
2024-06-18 01:11:37,87
2024-06-18 01:41:37,26
2024-06-18 02:11:37,13
2024-06-18 02:41:37,100
2024-06-18 03:11:37,92
2024-06-18 03:41:37,25
2024-06-18 04:11:37,24
2024-06-18 04:41:37,46
2024-06-18 05:11:37,63
2024-06-18 05:41:37,70
2024-06-18 06:11:37,8
2024-06-18 06:41:37,93
2024-06-18 07:11:37,75
2024-06-18 07:41:37,75
2024-06-18 08:11:37,15
2024-06-18 08:41:37,28
2024-06-18 09:11:37,86
2024-06-18 09:41:37,29
2024-06-18 10:11:37,61
2024-06-18 10:41:37,4
2024-06-18 11:11:37,41
2024-06-18 11:41:37,1
2024-06-18 12:11:37,24
2024-06-18 12:41:37,13
2024-06-18 13:11:37,78
2024-06-18 13:41:37,75
2024-06-18 14:11:37,16
2024-06-18 14:41:37,83
2024-06-18 15:11:37,24
2024-06-18 15:41:37,96
2024-06-18 16:11:37,69
2024-06-18 16:41:37,40
2024-06-18 17:11:37,30
2024-06-18 17:41:37,68
2024-06-18 18:11:37,36
2024-06-18 18:41:37,26
2024-06-18 19:11:37,83
2024-06-18 19:41:37,94
2024-06-18 20:11:37,64
2024-06-18 20:41:37,80
2024-06-18 21:11:37,49
2024-06-18 21:41:37,1
2024-06-18 22:11:37,72
2024-06-18 22:41:37,84
2024-06-18 23:11:37,13
2024-06-18 23:41:37,31
2024-06-19 00:11:37,40
2024-06-19 00:41:37,48
2024-06-19 01:11:37,65
2024-06-19 01:41:37,77
2024-06-19 02:11:37,38
2024-06-19 02:41:37,23
2024-06-19 03:11:37,21
2024-06-19 03:41:37,88
2024-06-19 04:11:37,74
2024-06-19 04:41:37,81
2024-06-19 05:11:37,93
2024-06-19 05:41:37,79
2024-06-19 06:11:37,67
2024-06-19 06:41:37,32
2024-06-19 07:11:37,54
2024-06-19 07:41:37,99
2024-06-19 08:11:37,73
2024-06-19 08:41:37,37
2024-06-19 09:11:37,26
2024-06-19 09:41:37,75
2024-06-19 10:11:37,59
2024-06-19 10:41:37,10
2024-06-19 11:11:37,51
2024-06-19 11:41:37,56
2024-06-19 12:11:37,96
2024-06-19 12:41:37,91
2024-06-19 13:11:37,34
2024-06-19 13:41:37,89
2024-06-19 14:11:37,89
2024-06-19 14:41:37,46
2024-06-19 15:11:37,40
2024-06-19 15:41:37,97
2024-06-19 16:11:37,0
2024-06-19 16:41:37,62
2024-06-19 17:11:37,45
2024-06-19 17:41:37,98
2024-06-19 18:11:37,14
2024-06-19 18:41:37,77
2024-06-19 19:11:37,38
2024-06-19 19:41:37,57
2024-06-19 20:11:37,8
2024-06-19 20:41:37,37
2024-06-19 21:11:37,24
2024-06-19 21:41:37,0
2024-06-19 22:11:37,88
2024-06-19 22:41:37,67
2024-06-19 23:11:37,66
2024-06-19 23:41:37,38
2024-06-20 00:11:37,40
2024-06-20 00:41:37,19
2024-06-20 01:11:37,68
2024-06-20 01:41:37,18
2024-06-20 02:11:37,57
2024-06-20 02:41:37,3
2024-06-20 03:11:37,6
2024-06-20 03:41:37,77
2024-06-20 04:11:37,13
2024-06-20 04:41:37,14
2024-06-20 05:11:37,70
2024-06-20 05:41:37,20
2024-06-20 06:11:37,55
2024-06-20 06:41:37,73
2024-06-20 07:11:37,37
2024-06-20 07:41:37,75
2024-06-20 08:11:37,29
2024-06-20 08:41:37,36
2024-06-20 09:11:37,18
2024-06-20 09:41:37,47
2024-06-20 10:11:37,27
2024-06-20 10:41:37,45
2024-06-20 11:11:37,86
2024-06-20 11:41:37,9
2024-06-20 12:11:37,65
2024-06-20 12:41:37,56
2024-06-20 13:11:37,77
2024-06-20 13:41:37,84
2024-06-20 14:11:37,35
2024-06-20 14:41:37,16
2024-06-20 15:11:37,3
2024-06-20 15:41:37,21
2024-06-20 16:11:37,90
2024-06-20 16:41:37,45
2024-06-20 17:11:37,33
2024-06-20 17:41:37,70
2024-06-20 18:11:37,44
2024-06-20 18:41:37,6
2024-06-20 19:11:37,98
2024-06-20 19:41:37,100
2024-06-20 20:11:37,2
2024-06-20 20:41:37,2
2024-06-20 21:11:37,1
2024-06-20 21:41:37,67
2024-06-20 22:11:37,79
2024-06-20 22:41:37,42
2024-06-20 23:11:37,57
2024-06-20 23:41:37,7
2024-06-21 00:11:37,67
2024-06-21 00:41:37,42
2024-06-21 01:11:37,96
2024-06-21 01:41:37,28
2024-06-21 02:11:37,33
2024-06-21 02:41:37,61
2024-06-21 03:11:37,29
2024-06-21 03:41:37,7
2024-06-21 04:11:37,76
2024-06-21 04:41:37,89
2024-06-21 05:11:37,50
2024-06-21 05:41:37,54
2024-06-21 06:11:37,39
2024-06-21 06:41:37,2
2024-06-21 07:11:37,39
2024-06-21 07:41:37,99
2024-06-21 08:11:37,65
2024-06-21 08:41:37,79
2024-06-21 09:11:37,36
2024-06-21 09:41:37,94
2024-06-21 10:11:37,83
2024-06-21 10:41:37,18
2024-06-21 11:11:37,3
2024-06-21 11:41:37,28
2024-06-21 12:11:37,30
2024-06-21 12:41:37,65
2024-06-21 13:11:37,88
2024-06-21 13:41:37,0
2024-06-21 14:11:37,98
2024-06-21 14:41:37,1
2024-06-21 15:11:37,20
2024-06-21 15:41:37,69
2024-06-21 16:11:37,45
2024-06-21 16:41:37,69
2024-06-21 17:11:37,62
2024-06-21 17:41:37,24
2024-06-21 18:11:37,70
2024-06-21 18:41:37,91
2024-06-21 19:11:37,61
2024-06-21 19:41:37,62
2024-06-21 20:11:37,46
2024-06-21 20:41:37,57
2024-06-21 21:11:37,41
2024-06-21 21:41:37,50
2024-06-21 22:11:37,82
2024-06-21 22:41:37,57
2024-06-21 23:11:37,52
2024-06-21 23:41:37,48
2024-06-22 00:11:37,67
2024-06-22 00:41:37,19
2024-06-22 01:11:37,29
2024-06-22 01:41:37,24
2024-06-22 02:11:37,11
2024-06-22 02:41:37,71
2024-06-22 03:11:37,88
2024-06-22 03:41:37,76
2024-06-22 04:11:37,69
2024-06-22 04:41:37,18
2024-06-22 05:11:37,15
2024-06-22 05:41:37,0
2024-06-22 06:11:37,86
2024-06-22 06:41:37,30
2024-06-22 07:11:37,86
2024-06-22 07:41:37,50
2024-06-22 08:11:37,12
2024-06-22 08:41:37,90
2024-06-22 09:11:37,4
2024-06-22 09:41:37,79
2024-06-22 10:11:37,92
2024-06-22 10:41:37,46
2024-06-22 11:11:37,4
2024-06-22 11:41:37,68
2024-06-22 12:11:37,14
2024-06-22 12:41:37,23
2024-06-22 13:11:37,28
2024-06-22 13:41:37,4
2024-06-22 14:11:37,3
2024-06-22 14:41:37,25
2024-06-22 15:11:37,99
2024-06-22 15:41:37,88
2024-06-22 16:11:37,69
2024-06-22 16:41:37,3
2024-06-22 17:11:37,27
2024-06-22 17:41:37,46
2024-06-22 18:11:37,79
2024-06-22 18:41:37,65
2024-06-22 19:11:37,38
2024-06-22 19:41:37,76
2024-06-22 20:11:37,58
2024-06-22 20:41:37,22
2024-06-22 21:11:37,50
2024-06-22 21:41:37,15
2024-06-22 22:11:37,10
2024-06-22 22:41:37,4
2024-06-22 23:11:37,16
2024-06-22 23:41:37,29
2024-06-23 00:11:37,91
2024-06-23 00:41:37,10
2024-06-23 01:11:37,39
2024-06-23 01:41:37,1
2024-06-23 02:11:37,60
2024-06-23 02:41:37,64
2024-06-23 03:11:37,98
2024-06-23 03:41:37,53
2024-06-23 04:11:37,73
2024-06-23 04:41:37,60
2024-06-23 05:11:37,37
2024-06-23 05:41:37,7
2024-06-23 06:11:37,7
2024-06-23 06:41:37,8
2024-06-23 07:11:37,38
2024-06-23 07:41:37,21
2024-06-23 08:11:37,13
2024-06-23 08:41:37,35
2024-06-23 09:11:37,64
2024-06-23 09:41:37,57
2024-06-23 10:11:37,80
2024-06-23 10:41:37,92
2024-06-23 11:11:37,83
2024-06-23 11:41:37,62
2024-06-23 12:11:37,25
2024-06-23 12:41:37,53
2024-06-23 13:11:37,88
2024-06-23 13:41:37,23
2024-06-23 14:11:37,87
2024-06-23 14:41:37,9
2024-06-23 15:11:37,72
2024-06-23 15:41:37,31
2024-06-23 16:11:37,8
2024-06-23 16:41:37,50
2024-06-23 17:11:37,26
2024-06-23 17:41:37,41
2024-06-23 18:11:37,78
2024-06-23 18:41:37,35
2024-06-23 19:11:37,20
2024-06-23 19:41:37,7
2024-06-23 20:11:37,39
2024-06-23 20:41:37,77
2024-06-23 21:11:37,94
2024-06-23 21:41:37,19
2024-06-23 22:11:37,60
2024-06-23 22:41:37,64
2024-06-23 23:11:37,33
2024-06-23 23:41:37,91
2024-06-24 00:11:37,45
2024-06-24 00:41:37,9
2024-06-24 01:11:37,40
2024-06-24 01:41:37,98
2024-06-24 02:11:37,93
2024-06-24 02:41:37,79
2024-06-24 03:11:37,73
2024-06-24 03:41:37,12
2024-06-24 04:11:37,81
2024-06-24 04:41:37,6
2024-06-24 05:11:37,20
2024-06-24 05:41:37,76
2024-06-24 06:11:37,30
2024-06-24 06:41:37,42
2024-06-24 07:11:37,50
2024-06-24 07:41:37,98
2024-06-24 08:11:37,35
2024-06-24 08:41:37,92
2024-06-24 09:11:37,21
2024-06-24 09:41:37,46
2024-06-24 10:11:37,91
2024-06-24 10:41:37,16
2024-06-24 11:11:37,48
2024-06-24 11:41:37,71
2024-06-24 12:11:37,16
2024-06-24 12:41:37,62
2024-06-24 13:11:37,8
2024-06-24 13:41:37,20
2024-06-24 14:11:37,81
2024-06-24 14:41:37,90
2024-06-24 15:11:37,67
2024-06-24 15:41:37,18
2024-06-24 16:11:37,85
2024-06-24 16:41:37,17
2024-06-24 17:11:37,60
2024-06-24 17:41:37,69
2024-06-24 18:11:37,12
2024-06-24 18:41:37,39
2024-06-24 19:11:37,33
2024-06-24 19:41:37,62
2024-06-24 20:11:37,17
2024-06-24 20:41:37,9
2024-06-24 21:11:37,93
2024-06-24 21:41:37,46
2024-06-24 22:11:37,7
2024-06-24 22:41:37,17
2024-06-24 23:11:37,76
2024-06-24 23:41:37,96
2024-06-25 00:11:37,76
2024-06-25 00:41:37,34
2024-06-25 01:11:37,23
2024-06-25 01:41:37,97
2024-06-25 02:11:37,69
2024-06-25 02:41:37,49
2024-06-25 03:11:37,46
2024-06-25 03:41:37,12
2024-06-25 04:11:37,8
2024-06-25 04:41:37,57
2024-06-25 05:11:37,65
2024-06-25 05:41:37,43
2024-06-25 06:11:37,10
2024-06-25 06:41:37,20
2024-06-25 07:11:37,76
2024-06-25 07:41:37,4
2024-06-25 08:11:37,98
2024-06-25 08:41:37,35
2024-06-25 09:11:37,56
2024-06-25 09:41:37,16
2024-06-25 10:11:37,34
2024-06-25 10:41:37,65
2024-06-25 11:11:37,74
2024-06-25 11:41:37,21
2024-06-25 12:11:37,40
2024-06-25 12:41:37,78
2024-06-25 13:11:37,19
2024-06-25 13:41:37,71
2024-06-25 14:11:37,33
2024-06-25 14:41:37,10
2024-06-25 15:11:37,65
2024-06-25 15:41:37,43
2024-06-25 16:11:37,70
2024-06-25 16:41:37,74
2024-06-25 17:11:37,63
2024-06-25 17:41:37,27
2024-06-25 18:11:37,77
2024-06-25 18:41:37,74
2024-06-25 19:11:37,83
2024-06-25 19:41:37,77
2024-06-25 20:11:37,93
2024-06-25 20:41:37,65
2024-06-25 21:11:37,68
2024-06-25 21:41:37,52
2024-06-25 22:11:37,59
2024-06-25 22:41:37,43
2024-06-25 23:11:37,38
2024-06-25 23:41:37,91
2024-06-26 00:11:37,13
2024-06-26 00:41:37,39
2024-06-26 01:11:37,58
2024-06-26 01:41:37,47
2024-06-26 02:11:37,82
2024-06-26 02:41:37,22
2024-06-26 03:11:37,68
2024-06-26 03:41:37,79
2024-06-26 04:11:37,40
2024-06-26 04:41:37,40
2024-06-26 05:11:37,33
2024-06-26 05:41:37,16
2024-06-26 06:11:37,54
2024-06-26 06:41:37,14
2024-06-26 07:11:37,83
2024-06-26 07:41:37,71
2024-06-26 08:11:37,11
2024-06-26 08:41:37,19
2024-06-26 09:11:37,31
2024-06-26 09:41:37,36
2024-06-26 10:11:37,95
2024-06-26 10:41:37,22
2024-06-26 11:11:37,90
2024-06-26 11:41:37,20
2024-06-26 12:11:37,16
2024-06-26 12:41:37,4
2024-06-26 13:11:37,27
2024-06-26 13:41:37,62
2024-06-26 14:11:37,11
2024-06-26 14:41:37,95
2024-06-26 15:11:37,30
2024-06-26 15:41:37,1
2024-06-26 16:11:37,52
2024-06-26 16:41:37,43
2024-06-26 17:11:37,82
2024-06-26 17:41:37,82
2024-06-26 18:11:37,88
2024-06-26 18:41:37,83
2024-06-26 19:11:37,69
2024-06-26 19:41:37,58
2024-06-26 20:11:37,22
2024-06-26 20:41:37,23
2024-06-26 21:11:37,92
2024-06-26 21:41:37,67
2024-06-26 22:11:37,4
2024-06-26 22:41:37,38
2024-06-26 23:11:37,97
2024-06-26 23:41:37,41
2024-06-27 00:11:37,52
2024-06-27 00:41:37,31
2024-06-27 01:11:37,46
2024-06-27 01:41:37,86
2024-06-27 02:11:37,39
2024-06-27 02:41:37,1
2024-06-27 03:11:37,1
2024-06-27 03:41:37,2
2024-06-27 04:11:37,70
2024-06-27 04:41:37,51
2024-06-27 05:11:37,63
2024-06-27 05:41:37,12
2024-06-27 06:11:37,78
2024-06-27 06:41:37,92
2024-06-27 07:11:37,21
2024-06-27 07:41:37,59
2024-06-27 08:11:37,12
2024-06-27 08:41:37,50
2024-06-27 09:11:37,62
2024-06-27 09:41:37,77
2024-06-27 10:11:37,45
2024-06-27 10:41:37,28
2024-06-27 11:11:37,22
2024-06-27 11:41:37,51
2024-06-27 12:11:37,46
2024-06-27 12:41:37,92
2024-06-27 13:11:37,28
2024-06-27 13:41:37,18
2024-06-27 14:11:37,45
2024-06-27 14:41:37,17
2024-06-27 15:11:37,31
2024-06-27 15:41:37,22
2024-06-27 16:11:37,100
2024-06-27 16:41:37,76
2024-06-27 17:11:37,66
2024-06-27 17:41:37,96
2024-06-27 18:11:37,31
2024-06-27 18:41:37,16
2024-06-27 19:11:37,61
2024-06-27 19:41:37,12
2024-06-27 20:11:37,23
2024-06-27 20:41:37,62
2024-06-27 21:11:37,98
2024-06-27 21:41:37,36
2024-06-27 22:11:37,57
2024-06-27 22:41:37,92
2024-06-27 23:11:37,26
2024-06-27 23:41:37,52
2024-06-28 00:11:37,50
2024-06-28 00:41:37,62
2024-06-28 01:11:37,15
2024-06-28 01:41:37,19
2024-06-28 02:11:37,63
2024-06-28 02:41:37,84
2024-06-28 03:11:37,73
2024-06-28 03:41:37,93
2024-06-28 04:11:37,83
2024-06-28 04:41:37,12
2024-06-28 05:11:37,35
2024-06-28 05:41:37,10
2024-06-28 06:11:37,61
2024-06-28 06:41:37,1
2024-06-28 07:11:37,86
2024-06-28 07:41:37,42
2024-06-28 08:11:37,31
2024-06-28 08:41:37,97
2024-06-28 09:11:37,38
2024-06-28 09:41:37,7
2024-06-28 10:11:37,91
2024-06-28 10:41:37,42
2024-06-28 11:11:37,84
2024-06-28 11:41:37,87
2024-06-28 12:11:37,63
2024-06-28 12:41:37,6
2024-06-28 13:11:37,85
2024-06-28 13:41:37,61
2024-06-28 14:11:37,29
2024-06-28 14:41:37,69
2024-06-28 15:11:37,14
2024-06-28 15:41:37,39
2024-06-28 16:11:37,50
